index,delta
1,0.12459999998100102
2,0.12589999998454005
3,0.12780000001657754
4,0.12570000009145588
5,0.12749999994412065
6,0.12699999997857958
7,0.12420000007841736
8,0.12599999993108213
9,0.13069999997969717
10,0.1298999999416992
11,0.13109999999869615
12,0.12199999997392297
13,0.1269000000320375
14,0.12589999998454005
15,0.12210000003688037
16,0.1284999999916181
17,0.12540000001899898
18,0.11699999996926636
19,0.12460000009741634
20,0.1316999999107793
21,0.12780000001657754
22,0.13850000000093132
23,0.13799999991897494
24,0.14480000000912696
25,0.1387000000104308
26,0.13619999994989485
27,0.13280000002123415
28,0.12609999999403954
29,0.12210000003688037
30,0.13850000000093132
31,0.1300000000046566
32,0.1268000000854954
33,0.13340000004973263
34,0.11840000003576279
35,0.12559999991208315
36,0.12360000004991889
37,0.12459999998100102
38,0.1406999999890104
39,0.13010000006761402
40,0.12820000003557652
41,0.12869999988470227
42,0.11930000002030283
43,0.13360000005923212
44,0.13099999993573874
45,0.12080000003334135
46,0.12459999998100102
47,0.11849999998230487
48,0.12709999992512167
49,0.12080000003334135
50,0.13010000006761402
51,0.11899999994784594
52,0.12589999998454005
53,0.12559999991208315
54,0.12369999988004565
55,0.12730000005103648
56,0.12589999998454005
57,0.12049999996088445
58,0.13300000003073364
59,0.12770000007003546
60,0.11570000008214265
61,0.12600000004749745
62,0.12519999989308417
63,0.12029999995138496
64,0.1300999999511987
65,0.11999999999534339
66,0.1323000000556931
67,0.12959999998565763
68,0.12289999995846301
69,0.1319999999832362
70,0.12750000006053597
71,0.12560000002849847
72,0.12650000001303852
73,0.1126999999396503
74,0.12300000002142042
75,0.13650000002235174
76,0.1302999999606982
77,0.11989999993238598
78,0.13500000000931323
79,0.13650000002235174
80,0.12939999997615814
81,0.11840000003576279
82,0.12979999999515712
83,0.13089999998919666
84,0.14249999995809048
85,0.13260000001173466
86,0.126700000022538
87,0.1182000000262633
88,0.13049999997019768
89,0.11720000009518117
90,0.12890000001061708
91,0.12979999999515712
92,0.11890000000130385
93,0.126700000022538
94,0.11149999999906868
95,0.12440000008791685
96,0.1284999999916181
97,0.12390000000596046
98,0.13069999997969717
99,0.128400000045076
100,0.13069999997969717
101,0.13120000006165355
102,0.1302000000141561
103,0.12490000005345792
104,0.13219999999273568
105,0.12599999993108213
106,0.12890000001061708
107,0.12600000004749745
108,0.12099999992642552
109,0.12080000003334135
110,0.12069999997038394
111,0.11900000006426126
112,0.1253000000724569
113,0.12290000007487833
114,0.12809999997261912
115,0.12320000003091991
116,0.1374000000068918
117,0.12599999993108213
118,0.13520000001881272
119,0.13099999993573874
120,0.1218000000808388
121,0.13969999994151294
122,0.12349999998696148
123,0.11829999997280538
124,0.12249999993946403
125,0.12739999999757856
126,0.12070000008679926
127,0.12369999999646097
128,0.1318999999202788
129,0.13150000001769513
130,0.12209999992046505
131,0.13500000000931323
132,0.1331999999238178
133,0.12990000005811453
134,0.12549999996554106
135,0.11450000002514571
136,0.12809999997261912
137,0.12420000007841736
138,0.12660000007599592
139,0.12590000010095537
140,0.12509999994654208
141,0.12580000003799796
142,0.13100000005215406
143,0.12730000005103648
144,0.14170000003650784
145,0.13329999998677522
146,0.12699999997857958
147,0.1284999999916181
148,0.1267999999690801
149,0.1302000000141561
150,0.13340000004973263
151,0.1302999999606982
152,0.13060000003315508
153,0.12579999992158264
154,0.13089999998919666
155,0.13410000002477318
156,0.13049999997019768
157,0.127100000041537
158,0.12400000006891787
159,0.12630000000353903
160,0.1195999999763444
161,0.12650000001303852
162,0.1300000000046566
163,0.12979999999515712
164,0.12230000004637986
165,0.1298999999416992
166,0.12100000004284084
167,0.11600000003818423
168,0.12609999999403954
169,0.1199000000488013
170,0.11890000000130385
171,0.125
172,0.13789999997243285
173,0.13639999995939434
174,0.12190000002738088
175,0.1300000000046566
176,0.11849999998230487
177,0.13399999996181577
178,0.13150000001769513
179,0.13250000006519258
180,0.1334999999962747
181,0.1267999999690801
182,0.1281999999191612
183,0.12439999997150153
184,0.12599999993108213
185,0.12280000001192093
186,0.12199999997392297
187,0.1283999999286607
188,0.12890000001061708
189,0.1391000000294298
190,0.12419999996200204
191,0.13760000001639128
192,0.14190000004600734
193,0.14720000000670552
194,0.13729999994393438
195,0.1321000000461936
196,0.1389000000199303
197,0.1217000000178814
198,0.12070000008679926
199,0.14159999997355044
200,0.13430000003427267
201,0.14449999993667006
202,0.1368999999249354
203,0.12559999991208315
204,0.1269000000320375
205,0.13309999997727573
206,0.13060000003315508
207,0.13439999998081475
208,0.13449999992735684
209,0.12929999991320074
210,0.1357000001007691
211,0.12089999997988343
212,0.127100000041537
213,0.11680000007618219
214,0.12360000004991889
215,0.12300000002142042
216,0.11759999999776483
217,0.12239999999292195
218,0.11890000000130385
219,0.11899999994784594
220,0.12600000004749745
221,0.1217000000178814
