index,mean
1,5.290515810728956
2,5.327348468365132
3,5.23329782852137
4,5.247610594751075
5,5.192174162313043
6,5.307328805177989
7,5.416083265324727
8,5.364008398421393
9,5.464923229186531
10,5.336520262262235
11,5.386245225825347
12,5.428213508015947
13,5.432925988193964
14,5.541645031174408
15,5.640348583331815
16,5.699562968439636
17,5.709373331663559
18,5.719280481095236
19,5.729038088528702
20,5.738978146590783
21,5.71017192582584
22,5.715183791531879
23,5.617195800401383
24,5.570895550066001
25,5.51351836750436
26,5.642017780444957
27,5.713911511574494
28,5.722576223441585
29,5.72313900794271
30,5.704008675578238
31,5.80012401321995
32,5.805352050523984
33,5.810127751038989
34,5.825244158734597
35,5.883792298222631
36,5.893794450850262
37,5.858795399281599
38,5.8813054684405515
39,5.887610186898864
40,5.89273670605397
41,5.89782548166588
42,5.858875319111022
43,5.9284226665265445
44,5.933508070405333
45,5.888544268193295
46,5.894220116020448
47,5.789120715054136
48,5.796079891701327
49,5.847333354795438
50,5.852091112130064
51,5.9557800943455055
52,5.9155934344524725
53,6.000327232237306
54,6.000518017147399
55,5.897900989029389
56,5.895663329151676
57,5.813948289039053
58,5.905268987785478
59,5.952001683983687
60,5.905036208648252
61,5.8598416407800675
62,5.952946262785345
63,5.951148794153205
64,5.946177732376713
65,5.941188669179053
66,5.944265249966776
67,5.795487426581283
68,5.8569402178910135
69,5.901606861827686
70,5.9492271629147
71,5.797911137018286
72,5.771528895135763
73,5.86297049713484
74,5.758354704581536
75,5.8524416368660654
76,5.803393741971521
77,5.673333962827314
78,5.730897347992955
79,5.792876653230106
80,5.951403088122699
81,6.000421911437468
82,6.000364675429178
83,5.94300788301645
84,5.947708362997316
85,5.949358898529612
86,5.856536298856278
87,5.849701445100752
88,5.855384904682748
89,5.749756181846989
90,5.765631390486401
91,5.902073320013268
92,5.856475986016233
93,5.861103978489353
94,5.901326199682326
95,5.858379878495029
96,5.950844859003455
97,5.945732292857752
98,5.9548216082293886
99,5.862499875486239
100,5.8495581477964915
101,5.844572734807323
102,5.807788051546201
103,5.842318775388074
104,5.8994294507942975
105,5.894695374997889
106,5.9456024004803485
107,5.999964079022421
108,5.959222617666324
109,5.954106572962395
110,5.907693092307507
111,5.852873443527925
112,5.951412657363485
113,5.946383120270104
114,6.000115829725678
115,5.906032361564798
116,5.9473316501709945
117,5.999931530876811
118,5.901196025058739
119,5.95127559988158
120,5.946128280255545
121,5.945150983481861
122,5.889133953981659
123,5.898998842315319
124,5.909045642144055
125,5.957806160154098
126,5.955085472494494
127,6.000202050058719
128,5.9461323657327245
129,5.899974707710276
130,5.898331648416462
131,5.999906829163999
132,5.959814562371555
133,5.905964640782936
134,5.906331147816459
135,5.88874409763103
136,5.809420788151066
137,5.8622568486883315
138,5.857009010531156
139,5.9474517734109655
140,5.858750649230194
141,5.910555210828006
142,5.905737801274724
143,5.893147848318556
144,5.8445903584987455
145,5.896220778737252
146,5.843812783427443
147,5.857123112663304
148,5.894006031011043
149,5.904004322891197
150,5.874913946889201
151,5.955818136408326
152,5.9101147362418756
153,5.910289452030508
154,5.7204946596256026
155,5.76440034337783
156,5.836566597400141
157,5.890269155180776
158,5.810415238745872
159,5.76496875507979
160,5.762514638315097
161,5.846982617938155
162,5.84545415025374
163,5.894895172685825
164,5.894957437130783
165,5.804077223016609
166,5.893319285467418
167,5.915771313572724
168,5.952866464655085
169,5.947935709454482
170,5.9431938069488055
171,5.944351142294317
172,5.890575725472345
173,5.900384923677043
174,5.910341960236537
175,5.956900415501418
176,5.961759171015356
177,6.000325443979158
178,5.900343191974559
179,5.853900690468123
180,5.902943933582812
181,5.912766813541337
182,5.913595507849202
183,5.875733460602139
184,5.9082921296000155
185,5.860815678302928
186,5.905001895111386
187,5.951779475806348
188,5.848680283120112
189,5.793735878066426
190,5.83414074671745
191,5.897439363209048
192,5.864807774549819
193,5.812785394168411
194,5.805101913175074
195,5.941214659900941
196,5.946576129821559
197,5.900140418311707
198,5.910349482130955
199,5.8167302212688785
200,5.945781581345286
201,5.911636178638664
202,5.756756678293933
203,5.8141191253388484
204,5.770134995315973
205,5.7279515506232865
206,5.82902023517361
207,5.841606925299905
208,5.789570039738237
209,5.839419557891908
210,5.796257503579828
211,5.82583960673845
