index,mean
1,6078464.0
2,6471270.4
3,6471270.4
4,6524518.4
5,6524518.4
6,6469222.4
7,6523289.6
8,6523289.6
9,6549094.4
10,6549094.4
11,6651494.4
12,6961971.2
13,6961971.2
14,6959923.2
15,6959923.2
16,6855475.2
17,6596198.4
18,6413107.2
19,6335283.2
20,6309478.4
21,6309478.4
22,6309478.4
23,6283673.6
24,6232064.0
25,6180044.8
26,6258688.0
27,6309478.4
28,6388121.6
29,6311936.0
30,6311526.4
31,6288588.8
32,6263603.2
33,6369280.0
34,6421299.2
35,6420480.0
36,6420480.0
37,6420480.0
38,6420480.0
39,6471680.0
40,6445875.2
41,6397542.4
42,6397542.4
43,6345113.6
44,6370099.2
45,6372556.8
46,6245990.4
47,6245990.4
48,6271385.6
49,6297190.4
50,6297190.4
51,6322176.0
52,6322176.0
53,6426214.4
54,6426214.4
55,6451609.6
56,6452019.2
57,6452019.2
58,6399180.8
59,6451200.0
60,6424985.6
61,6425395.2
62,6346752.0
63,6346752.0
64,6269337.6
65,6269337.6
66,6269337.6
67,6295552.0
68,6296780.8
69,6296780.8
70,6270976.0
71,6244761.6
72,6193561.6
73,6220595.2
74,6220595.2
75,6299238.4
76,6299238.4
77,6299238.4
78,6323404.8
79,6323404.8
80,6401228.8
81,6427033.6
82,6427852.8
83,6481100.8
84,6559334.4
85,6533529.6
86,6481510.4
87,6689587.2
88,6689996.8
89,6638796.8
90,6638796.8
91,6638387.2
92,6638387.2
93,6638387.2
94,6379929.6
95,6406553.6
96,6355353.6
97,6279168.0
98,6200524.8
99,6226329.6
100,6226329.6
101,6226329.6
102,6251315.2
103,6148505.6
104,6148505.6
105,6200934.4
106,6149324.8
107,6149324.8
108,6202163.2
109,6202163.2
110,6329139.2
111,6407372.8
112,6458163.2
113,6484377.6
114,6457753.6
115,6432768.0
116,6432768.0
117,6588825.6
118,6614630.4
119,6614630.4
120,6485196.8
121,6485196.8
122,6225920.0
123,6225100.8
124,6199296.0
125,6250905.6
126,6250905.6
127,6223462.4
128,6223872.0
129,6196838.4
130,6170214.4
131,6119014.4
132,6119014.4
133,6067814.4
134,6169395.2
135,6223462.4
136,6221824.0
137,6224691.2
138,6224691.2
139,6275891.2
140,6379110.4
141,6379110.4
142,6379929.6
143,6379929.6
144,6405734.4
145,6300876.8
146,6300876.8
147,6300057.6
148,6223872.0
149,6223872.0
150,6248857.6
151,6221824.0
152,6298828.8
153,6298828.8
154,6299238.4
155,6221414.4
156,6222643.2
157,6277120.0
158,6278758.4
159,6331187.2
160,6383206.4
161,6356992.0
162,6329958.4
163,6329548.8
164,6354944.0
165,6354944.0
166,6354124.8
167,6302105.6
168,6304153.6
169,6175539.2
170,6095667.2
171,6067814.4
172,5989580.8
173,5987942.4
174,6066585.6
175,6145228.8
176,6171852.8
177,6198476.8
178,6198476.8
179,6196838.4
180,6250905.6
181,6304972.8
182,6304972.8
183,6279577.6
184,6279577.6
185,6279577.6
186,6279987.2
187,6357401.6
188,6305382.4
189,6305382.4
190,6279168.0
191,6281625.6
192,6281625.6
193,6255820.8
194,6282035.2
195,6334054.4
196,6281216.0
197,6332825.6
198,6332825.6
199,6333235.2
200,6333235.2
201,6359040.0
202,6358220.8
203,6358220.8
204,6328729.6
205,6328320.0
206,6302515.2
207,6302515.2
208,6302515.2
209,6328729.6
210,6277529.6
211,6277529.6
212,6250496.0
213,6223872.0
214,6354944.0
215,6354944.0
216,6380748.8
217,6380748.8
218,6380748.8
219,6457753.6
220,6457753.6
221,6356582.4
222,6198886.4
223,6200934.4
224,6200934.4
225,6304972.8
226,6357811.2
227,6408601.6
