index,timestamp,relative_time,value
1,1770301784,0,1730191360.0
2,1770301785,1,1730191360.0
3,1770301786,2,1730191360.0
4,1770301787,3,1730191360.0
5,1770301788,4,1730191360.0
6,1770301789,5,1730191360.0
7,1770301790,6,1730191360.0
8,1770301791,7,1730191360.0
9,1770301792,8,1718792192.0
10,1770301793,9,1718792192.0
11,1770301794,10,1721810944.0
12,1770301795,11,1721810944.0
13,1770301796,12,1721810944.0
14,1770301797,13,1721810944.0
15,1770301798,14,1721810944.0
16,1770301799,15,1721810944.0
17,1770301800,16,1721810944.0
18,1770301801,17,1721810944.0
19,1770301802,18,1721810944.0
20,1770301803,19,1721810944.0
21,1770301804,20,1721810944.0
22,1770301805,21,1726656512.0
23,1770301806,22,1726656512.0
24,1770301807,23,1733206016.0
25,1770301808,24,1733206016.0
26,1770301809,25,1733206016.0
27,1770301810,26,1733206016.0
28,1770301811,27,1733206016.0
29,1770301812,28,1733206016.0
30,1770301813,29,1733206016.0
31,1770301814,30,1733206016.0
32,1770301815,31,1733206016.0
33,1770301816,32,1733206016.0
34,1770301817,33,1733206016.0
35,1770301818,34,1733206016.0
36,1770301819,35,1733206016.0
37,1770301820,36,1733206016.0
38,1770301821,37,1733206016.0
39,1770301822,38,1733206016.0
40,1770301823,39,1733574656.0
41,1770301824,40,1733574656.0
42,1770301825,41,1758867456.0
43,1770301826,42,1758867456.0
44,1770301827,43,1758867456.0
45,1770301828,44,1758867456.0
46,1770301829,45,1758867456.0
47,1770301830,46,1758867456.0
48,1770301831,47,1758867456.0
49,1770301832,48,1758867456.0
50,1770301833,49,1758867456.0
51,1770301834,50,1758867456.0
52,1770301835,51,1758867456.0
53,1770301836,52,1758867456.0
54,1770301837,53,1758867456.0
55,1770301838,54,1758867456.0
56,1770301839,55,1758867456.0
57,1770301840,56,1739169792.0
58,1770301841,57,1730256896.0
59,1770301842,58,1730256896.0
60,1770301843,59,1730256896.0
61,1770301844,60,1730256896.0
62,1770301845,61,1730256896.0
63,1770301846,62,1730256896.0
64,1770301847,63,1730256896.0
65,1770301848,64,1730256896.0
66,1770301849,65,1730256896.0
67,1770301850,66,1730256896.0
68,1770301851,67,1730256896.0
69,1770301852,68,1721221120.0
70,1770301853,69,1721221120.0
71,1770301854,70,1721221120.0
72,1770301855,71,1721667584.0
73,1770301856,72,1721667584.0
74,1770301857,73,1721667584.0
75,1770301858,74,1721667584.0
76,1770301859,75,1721667584.0
77,1770301860,76,1721667584.0
78,1770301861,77,1721667584.0
79,1770301862,78,1721667584.0
80,1770301863,79,1721667584.0
81,1770301864,80,1721667584.0
82,1770301865,81,1721667584.0
83,1770301866,82,1721667584.0
84,1770301867,83,1721667584.0
85,1770301868,84,1721667584.0
86,1770301869,85,1721667584.0
87,1770301870,86,1721667584.0
88,1770301871,87,1721667584.0
89,1770301872,88,1739362304.0
90,1770301873,89,1739362304.0
91,1770301874,90,1743093760.0
92,1770301875,91,1743093760.0
93,1770301876,92,1743093760.0
94,1770301877,93,1743093760.0
95,1770301878,94,1743093760.0
96,1770301879,95,1743093760.0
