index,timestamp,relative_time,value
1,1770290690,0,9.16309803206575
2,1770290691,1,9.176787808856446
3,1770290692,2,9.176787808856446
4,1770290693,3,9.101998783754675
5,1770290694,4,9.101998783754675
6,1770290695,5,9.101998783754675
7,1770290696,6,9.101998783754675
8,1770290697,7,9.101998783754675
9,1770290698,8,9.101998783754675
10,1770290699,9,9.061606494169212
11,1770290700,10,9.012374685022209
12,1770290701,11,9.012374685022209
13,1770290702,12,8.437766276710246
14,1770290703,13,8.363420203567
15,1770290704,14,8.289074130423753
16,1770290705,15,8.215223346281386
17,1770290706,16,8.140877273138138
18,1770290707,17,8.033942238486418
19,1770290708,18,8.950985585762803
20,1770290709,19,8.950985585762803
21,1770290710,20,8.950985585762803
22,1770290711,21,8.950985585762803
23,1770290712,22,8.932269839856911
24,1770290713,23,8.932269839856911
25,1770290714,24,8.932269839856911
26,1770290715,25,8.9178093334799
27,1770290716,26,8.077258566941433
28,1770290717,27,8.833761769439821
29,1770290718,28,8.816824397999966
30,1770290719,29,8.81576792180487
31,1770290720,30,8.81576792180487
32,1770290721,31,8.798864566908293
33,1770290722,32,8.798864566908293
34,1770290723,33,8.798864566908293
35,1770290724,34,8.798864566908293
36,1770290725,35,8.798864566908293
37,1770290726,36,8.744387075945209
38,1770290727,37,8.744387075945209
39,1770290728,38,8.744387075945209
40,1770290729,39,8.744387075945209
41,1770290730,40,8.744387075945209
42,1770290731,41,8.744387075945209
43,1770290732,42,8.438497240847187
44,1770290733,43,8.43453586763092
45,1770290734,44,7.7619506639929865
46,1770290735,45,7.281866654914232
47,1770290736,46,7.346573650815375
48,1770290737,47,7.335062462929004
49,1770290738,48,7.399769458830146
50,1770290739,49,7.912809660331674
51,1770290740,50,7.912809660331674
52,1770290741,51,7.912809660331674
53,1770290742,52,7.912809660331674
54,1770290743,53,7.914551361276586
55,1770290744,54,7.914551361276586
56,1770290745,55,7.914551361276586
57,1770290746,56,7.394090749501329
58,1770290747,57,7.329383753600187
59,1770290748,58,7.9989831486953795
60,1770290749,59,6.452975525067187
61,1770290750,60,6.452975525067187
62,1770290751,61,6.452975525067187
63,1770290752,62,6.452975525067187
64,1770290753,63,6.33205518689307
65,1770290754,64,7.82309143245967
66,1770290755,65,7.82309143245967
67,1770290756,66,7.82309143245967
68,1770290757,67,7.82309143245967
69,1770290758,68,7.82309143245967
70,1770290759,69,7.811659058915464
71,1770290760,70,7.787847483876124
72,1770290761,71,7.812033267990787
73,1770290762,72,7.82369047092641
74,1770290763,73,7.246422248882403
75,1770290764,74,7.278619522333135
76,1770290765,75,8.08744330651824
77,1770290766,76,8.08744330651824
78,1770290767,77,8.001753008421028
79,1770290768,78,7.947330660019747
80,1770290769,79,7.947330660019747
81,1770290770,80,7.947330660019747
82,1770290771,81,7.947330660019747
83,1770290772,82,7.947330660019747
84,1770290773,83,7.952413001268689
85,1770290774,84,7.952413001268689
86,1770290775,85,7.952413001268689
87,1770290776,86,7.952413001268689
88,1770290777,87,7.952413001268689
89,1770290778,88,8.340495508905034
90,1770290779,89,8.340495508905034
91,1770290780,90,7.687862255168333
92,1770290781,91,8.744616847819348
93,1770290782,92,8.744616847819348
94,1770290783,93,8.019564796776823
95,1770290784,94,8.771058630173819
96,1770290785,95,8.771058630173819
97,1770290786,96,8.771058630173819
98,1770290787,97,8.771058630173819
99,1770290788,98,8.771058630173819
100,1770290789,99,8.771058630173819
101,1770290790,100,8.771058630173819
102,1770290791,101,8.771058630173819
103,1770290792,102,8.83263357404018
104,1770290793,103,8.817568841414715
105,1770290794,104,8.817568841414715
106,1770290795,105,7.983832398972715
107,1770290796,106,8.05649499636598
108,1770290797,107,8.129157593759246
109,1770290798,108,8.20182019115251
110,1770290799,109,8.260051600067015
111,1770290800,110,8.83762041492437
112,1770290801,111,8.83595933466131
113,1770290802,112,8.80833922683891
114,1770290803,113,8.771830771753777
115,1770290804,114,8.77348998207699
116,1770290805,115,8.775149192400203
117,1770290806,116,8.789428356441775
118,1770290807,117,8.789428356441775
119,1770290808,118,8.760020047489729
120,1770290809,119,8.760020047489729
121,1770290810,120,8.760020047489729
122,1770290811,121,8.760020047489729
123,1770290812,122,8.760020047489729
124,1770290813,123,8.760020047489729
125,1770290814,124,8.737916989158904
126,1770290815,125,8.736487537182391
127,1770290816,126,8.705201789458284
128,1770290817,127,8.705201789458284
129,1770290818,128,8.705201789458284
130,1770290819,129,8.705201789458284
131,1770290820,130,8.705201789458284
132,1770290821,131,8.703947749204415
133,1770290822,132,8.703947749204415
134,1770290823,133,8.703947749204415
135,1770290824,134,7.878008662719778
136,1770290825,135,7.124326716461836
137,1770290826,136,7.266331617032511
138,1770290827,137,8.044697615534448
139,1770290828,138,8.115773087851855
140,1770290829,139,8.590349912645662
141,1770290830,140,8.576215361588122
142,1770290831,141,8.574600876135415
143,1770290832,142,8.589866769818517
144,1770290833,143,8.56500066347982
145,1770290834,144,8.56500066347982
146,1770290835,145,8.56500066347982
147,1770290836,146,8.56500066347982
148,1770290837,147,8.56500066347982
149,1770290838,148,8.56500066347982
150,1770290839,149,8.56500066347982
151,1770290840,150,8.56500066347982
152,1770290841,151,8.557723832497222
153,1770290842,152,8.557723832497222
154,1770290843,153,7.9988476847909284
155,1770290844,154,7.24017205099791
156,1770290845,155,7.844177592068096
157,1770290846,156,7.773670287746353
158,1770290847,157,8.565962813542768
159,1770290848,158,8.598285702600451
160,1770290849,159,8.58273708635546
161,1770290850,160,8.581161904890056
162,1770290851,161,8.597776863650799
163,1770290852,162,8.597776863650799
164,1770290853,163,8.594298324227724
165,1770290854,164,8.594298324227724
166,1770290855,165,8.594298324227724
167,1770290856,166,8.594298324227724
168,1770290857,167,8.594298324227724
169,1770290858,168,8.594298324227724
170,1770290859,169,8.613707742589687
171,1770290860,170,8.630603646231464
172,1770290861,171,8.630603646231464
173,1770290862,172,8.63449948233859
174,1770290863,173,8.63541541249652
175,1770290864,174,8.63541541249652
176,1770290865,175,8.63541541249652
177,1770290866,176,8.63541541249652
178,1770290867,177,8.635977263499807
179,1770290868,178,8.635977263499807
180,1770290869,179,8.635977263499807
181,1770290870,180,8.635977263499807
182,1770290871,181,8.635977263499807
183,1770290872,182,8.635977263499807
184,1770290873,183,8.667645798001447
185,1770290874,184,8.667645798001447
186,1770290875,185,8.698521485066745
187,1770290876,186,8.1124499302786
188,1770290877,187,8.785693669329891
189,1770290878,188,8.785693669329891
190,1770290879,189,8.785693669329891
191,1770290880,190,8.785693669329891
192,1770290881,191,8.785693669329891
193,1770290882,192,8.785693669329891
194,1770290883,193,8.785693669329891
195,1770290884,194,8.785693669329891
196,1770290885,195,8.786952025076065
197,1770290886,196,8.792020993693319
198,1770290887,197,8.792020993693319
199,1770290888,198,8.792020993693319
200,1770290889,199,8.018584212575895
201,1770290890,200,7.447068966004881
202,1770290891,201,7.4473777433760135
203,1770290892,202,7.44910962723497
204,1770290893,203,8.843233701377002
205,1770290894,204,8.843233701377002
206,1770290895,205,8.843233701377002
207,1770290896,206,8.843233701377002
208,1770290897,207,8.843233701377004
209,1770290898,208,8.843233701377004
210,1770290899,209,8.843233701377004
211,1770290900,210,8.843233701377004
212,1770290901,211,8.20188745696399
213,1770290902,212,8.874650932122504
214,1770290903,213,8.874650932122504
215,1770290904,214,8.874650932122504
216,1770290905,215,8.874650932122504
217,1770290906,216,8.874650932122504
218,1770290907,217,8.892486826758265
219,1770290908,218,8.908096765544848
220,1770290909,219,8.908096765544848
221,1770290910,220,8.908096765544848
222,1770290911,221,8.179446685428227
223,1770290912,222,8.915475517558324
224,1770290913,223,8.915475517558324
225,1770290914,224,8.915475517558324
226,1770290915,225,8.915796110393252
227,1770290916,226,8.89518267392491
