index,timestamp,relative_time,value
1,1770304855,0,0.00429824070113698
2,1770304856,1,0.004339267745392585
3,1770304857,2,0.004743137969044766
4,1770304858,3,0.004743137969044766
5,1770304859,4,0.004743137969044766
6,1770304860,5,0.004371679110354514
7,1770304861,6,0.0045039853230956686
8,1770304862,7,0.0045039853230956686
9,1770304863,8,0.0045039853230956686
10,1770304864,9,0.0045039853230956686
11,1770304865,10,0.0045039853230956686
12,1770304866,11,0.0045039853230956686
13,1770304867,12,0.0046624682775071365
14,1770304868,13,0.0046624682775071365
15,1770304869,14,0.0046624682775071365
16,1770304870,15,0.0046624682775071365
17,1770304871,16,0.004269689556296535
18,1770304872,17,0.004582817942648821
19,1770304873,18,0.004582817942648821
20,1770304874,19,0.003880217996030697
21,1770304875,20,0.003911718056917419
22,1770304876,21,0.004064115279699274
23,1770304877,22,0.004385862669049336
24,1770304878,23,0.004385862669049336
25,1770304879,24,0.004385862669049336
26,1770304880,25,0.004385862669049336
27,1770304881,26,0.004385862669049336
28,1770304882,27,0.004385862669049336
29,1770304883,28,0.004385862669049336
30,1770304884,29,0.00412803947935861
31,1770304885,30,0.00412803947935861
32,1770304886,31,0.004030255895300625
33,1770304887,32,0.004030255895300625
34,1770304888,33,0.004030255895300625
35,1770304889,34,0.004030255895300625
36,1770304890,35,0.004030255895300625
37,1770304891,36,0.004030255895300625
38,1770304892,37,0.003998021058479312
39,1770304893,38,0.003988259142878096
40,1770304894,39,0.003988259142878096
41,1770304895,40,0.003634031927156222
42,1770304896,41,0.19395325076953723
43,1770304897,42,0.1978438325123908
44,1770304898,43,0.2017344142552444
45,1770304899,44,0.2354184225545803
46,1770304900,45,0.2354184225545803
47,1770304901,46,0.2354184225545803
48,1770304902,47,0.2354184225545803
49,1770304903,48,0.2354184225545803
50,1770304904,49,0.23552046287385978
51,1770304905,50,0.23552046287385978
52,1770304906,51,1.61150484488644
53,1770304907,52,1.61150484488644
54,1770304908,53,1.61150484488644
55,1770304909,54,1.61150484488644
56,1770304910,55,1.61150484488644
57,1770304911,56,1.61150484488644
58,1770304912,57,1.5761906828368486
59,1770304913,58,1.572300101093995
60,1770304914,59,3.413672268600248
61,1770304915,60,3.4546207242498994
62,1770304916,61,3.834977279294292
63,1770304917,62,3.834977279294292
64,1770304918,63,4.628857053592292
65,1770304919,64,4.628857053592292
66,1770304920,65,4.628857053592292
67,1770304921,66,5.4029016813137725
68,1770304922,67,5.4029016813137725
69,1770304923,68,5.4029016813137725
70,1770304924,69,5.4029016813137725
71,1770304925,70,5.4029016813137725
72,1770304926,71,5.4029016813137725
73,1770304927,72,5.4029016813137725
74,1770304928,73,6.077254282742991
75,1770304929,74,6.077254282742991
76,1770304930,75,6.077254282742991
77,1770304931,76,6.077254282742991
78,1770304932,77,7.118679614455589
79,1770304933,78,7.118679614455589
80,1770304934,79,6.674816466877161
81,1770304935,80,6.625716561171583
82,1770304936,81,7.297485005195881
83,1770304937,82,7.891254829831846
84,1770304938,83,9.172070205562111
85,1770304939,84,9.172070205562111
86,1770304940,85,9.172070205562111
87,1770304941,86,9.172070205562111
88,1770304942,87,9.172070205562113
89,1770304943,88,9.49852580001984
90,1770304944,89,9.49852580001984
91,1770304945,90,9.49852580001984
92,1770304946,91,10.321356558923222
93,1770304947,92,10.321356558923222
94,1770304948,93,10.321356558923222
95,1770304949,94,10.321356558923222
96,1770304950,95,10.41753237233213
97,1770304951,96,10.41753237233213
98,1770304952,97,10.68534080647146
99,1770304953,98,10.68534080647146
100,1770304954,99,10.68534080647146
101,1770304955,100,10.68534080647146
102,1770304956,101,9.758840405258212
103,1770304957,102,9.847944718585302
104,1770304958,103,10.766285819777618
105,1770304959,104,10.766285819777618
106,1770304960,105,10.766285819777618
107,1770304961,106,10.766285819777618
108,1770304962,107,10.766285819777618
109,1770304963,108,10.782676741947906
110,1770304964,109,10.782676741947906
111,1770304965,110,10.782676741947906
112,1770304966,111,10.83656891518027
113,1770304967,112,10.83656891518027
114,1770304968,113,10.83656891518027
115,1770304969,114,10.83656891518027
116,1770304970,115,10.83656891518027
117,1770304971,116,10.83656891518027
