index,mean
1,0.00429824070113698
2,0.004339267745392585
3,0.004743137969044766
4,0.004743137969044766
5,0.004743137969044766
6,0.004371679110354514
7,0.0045039853230956686
8,0.0045039853230956686
9,0.0045039853230956686
10,0.0045039853230956686
11,0.0045039853230956686
12,0.0045039853230956686
13,0.0046624682775071365
14,0.0046624682775071365
15,0.0046624682775071365
16,0.0046624682775071365
17,0.004269689556296535
18,0.004582817942648821
19,0.004582817942648821
20,0.003880217996030697
21,0.003911718056917419
22,0.004064115279699274
23,0.004385862669049336
24,0.004385862669049336
25,0.004385862669049336
26,0.004385862669049336
27,0.004385862669049336
28,0.004385862669049336
29,0.004385862669049336
30,0.00412803947935861
31,0.00412803947935861
32,0.004030255895300625
33,0.004030255895300625
34,0.004030255895300625
35,0.004030255895300625
36,0.004030255895300625
37,0.004030255895300625
38,0.003998021058479312
39,0.003988259142878096
40,0.003988259142878096
41,0.003634031927156222
42,0.19395325076953723
43,0.1978438325123908
44,0.2017344142552444
45,0.2354184225545803
46,0.2354184225545803
47,0.2354184225545803
48,0.2354184225545803
49,0.2354184225545803
50,0.23552046287385978
51,0.23552046287385978
52,1.61150484488644
53,1.61150484488644
54,1.61150484488644
55,1.61150484488644
56,1.61150484488644
57,1.61150484488644
58,1.5761906828368486
59,1.572300101093995
60,3.413672268600248
61,3.4546207242498994
62,3.834977279294292
63,3.834977279294292
64,4.628857053592292
65,4.628857053592292
66,4.628857053592292
67,5.4029016813137725
68,5.4029016813137725
69,5.4029016813137725
70,5.4029016813137725
71,5.4029016813137725
72,5.4029016813137725
73,5.4029016813137725
74,6.077254282742991
75,6.077254282742991
76,6.077254282742991
77,6.077254282742991
78,7.118679614455589
79,7.118679614455589
80,6.674816466877161
81,6.625716561171583
82,7.297485005195881
83,7.891254829831846
84,9.172070205562111
85,9.172070205562111
86,9.172070205562111
87,9.172070205562111
88,9.172070205562113
89,9.49852580001984
90,9.49852580001984
91,9.49852580001984
92,10.321356558923222
93,10.321356558923222
94,10.321356558923222
95,10.321356558923222
96,10.41753237233213
97,10.41753237233213
98,10.68534080647146
99,10.68534080647146
100,10.68534080647146
101,10.68534080647146
102,9.758840405258212
103,9.847944718585302
104,10.766285819777618
105,10.766285819777618
106,10.766285819777618
107,10.766285819777618
108,10.766285819777618
109,10.782676741947906
110,10.782676741947906
111,10.782676741947906
112,10.83656891518027
113,10.83656891518027
114,10.83656891518027
115,10.83656891518027
116,10.83656891518027
117,10.83656891518027
118,10.83656891518027
119,10.83656891518027
120,10.898004754524116
121,10.917397056956514
122,10.917397056956514
123,10.917397056956514
124,9.716563092607498
125,9.807792344047108
126,9.899021595486719
127,9.99025084692633
128,10.081480098365942
129,10.172709349805551
130,10.938107564508648
131,10.938107564508648
132,10.938107564508648
133,10.938107564508648
134,10.962845257484455
135,10.240233561706537
136,10.149004310266927
137,9.154293687872016
138,9.952560351641765
139,10.935994411022747
140,10.935994411022747
141,10.935994411022747
142,10.935994411022747
143,10.935994411022747
144,10.935506935170931
145,10.935506935170931
146,10.935506935170931
147,10.935506935170931
148,10.935506935170931
149,10.921819394701961
150,10.921819394701961
151,10.921819394701961
152,10.921819394701961
153,10.905707114100757
154,10.905707114100757
155,10.049819401713574
156,10.003525331930682
157,10.994437284510422
158,10.994437284510422
159,10.994437284510422
160,10.994437284510422
161,10.994437284510424
162,10.994437284510424
163,10.994437284510424
164,10.981363740603616
165,10.981363740603616
166,10.981363740603616
167,10.981363740603616
168,11.372124575670098
169,11.38144392113614
170,11.38144392113614
171,11.38144392113614
172,11.38144392113614
173,11.381443921136139
174,11.381443921136139
175,11.796640070924308
176,11.796640070924308
177,11.796640070924308
178,11.796640070924308
179,11.796640070924308
180,10.986310085561152
181,11.347791567539128
182,12.289039102772687
183,12.289039102772687
184,12.564967231005625
185,12.564967231005625
186,12.564967231005625
187,12.564967231005625
188,12.564967231005625
189,12.564967231005625
190,12.564967231005626
191,12.564967231005626
192,12.564967231005626
193,12.564967231005626
194,12.764412285745031
195,12.86014908484286
196,12.86014908484286
197,12.86014908484286
198,13.219834152717361
199,13.603932568130597
200,13.603932568130597
201,13.603932568130597
202,13.603932568130599
203,13.603932568130599
204,13.603932568130599
205,13.603394565981947
206,13.603394565981947
207,13.603394565981947
208,13.603394565981947
209,13.61092824027629
210,13.61092824027629
211,13.61092824027629
212,13.61092824027629
213,13.640033906069242
214,13.640033906069242
215,13.640033906069242
216,13.640033906069242
217,12.450852109107174
218,12.564604451173627
219,13.64795331892901
220,13.64795331892901
221,13.64795331892901
222,12.526497416581364
223,12.412745074514913
224,11.277030137054993
225,12.50490410891609
226,12.391190562333726
227,13.634497204414185
228,13.629972056323018
