index,timestamp,relative_time,value
1,1770298381,0,0.0
2,1770298382,1,0.0
3,1770298383,2,0.0
4,1770298384,3,0.0
5,1770298385,4,0.0
6,1770298386,5,0.0
7,1770298387,6,0.0
8,1770298388,7,0.0
9,1770298389,8,0.0
10,1770298390,9,0.0
11,1770298391,10,0.0
12,1770298392,11,0.0
13,1770298393,12,0.0
14,1770298394,13,0.0
15,1770298395,14,0.0
16,1770298396,15,0.0
17,1770298397,16,0.0
18,1770298398,17,0.0
19,1770298399,18,0.0
20,1770298400,19,0.0
21,1770298401,20,0.0
22,1770298402,21,0.0
23,1770298403,22,0.0
24,1770298404,23,0.0
25,1770298405,24,0.0
26,1770298406,25,0.0
27,1770298407,26,0.0
28,1770298408,27,0.0
29,1770298409,28,0.0
30,1770298410,29,0.0
31,1770298411,30,0.0
32,1770298412,31,0.0
33,1770298413,32,0.0
34,1770298414,33,0.0
35,1770298415,34,0.0
36,1770298416,35,0.0
37,1770298417,36,0.0
38,1770298418,37,0.0
39,1770298419,38,0.0
40,1770298420,39,0.0
41,1770298421,40,0.0
42,1770298422,41,0.0
43,1770298423,42,0.0
44,1770298424,43,0.0
45,1770298425,44,0.0
46,1770298426,45,0.0
47,1770298427,46,0.0
48,1770298428,47,0.0
49,1770298429,48,0.0
50,1770298430,49,0.0
51,1770298431,50,0.0
52,1770298432,51,0.0
53,1770298433,52,0.0
54,1770298434,53,0.0
55,1770298435,54,0.0
56,1770298436,55,0.0
57,1770298437,56,0.0
58,1770298438,57,0.0
59,1770298439,58,0.0
60,1770298440,59,0.0
61,1770298441,60,0.0
62,1770298442,61,0.0
63,1770298443,62,0.0
64,1770298444,63,0.0
65,1770298445,64,0.0
66,1770298446,65,0.0
67,1770298447,66,0.0
68,1770298448,67,0.0
69,1770298449,68,0.0
70,1770298450,69,0.0
71,1770298451,70,0.0
72,1770298452,71,0.0
73,1770298453,72,0.0
74,1770298454,73,0.0
75,1770298455,74,0.0
76,1770298456,75,0.0
77,1770298457,76,0.0
78,1770298458,77,0.0
79,1770298459,78,0.0
80,1770298460,79,0.0
81,1770298461,80,0.0
82,1770298462,81,0.0
83,1770298463,82,0.0
84,1770298464,83,0.0
85,1770298465,84,0.0
86,1770298466,85,0.0
87,1770298467,86,0.0
88,1770298468,87,0.0
89,1770298469,88,0.0
90,1770298470,89,0.0
91,1770298471,90,0.0
92,1770298472,91,0.0
93,1770298473,92,0.0
94,1770298474,93,0.0
95,1770298475,94,0.0
96,1770298476,95,0.0
97,1770298477,96,0.0
98,1770298478,97,0.0
99,1770298479,98,0.0
100,1770298480,99,0.0
101,1770298481,100,0.0
102,1770298482,101,0.0
103,1770298483,102,0.0
104,1770298484,103,0.0
105,1770298485,104,0.0
106,1770298486,105,0.0
107,1770298487,106,0.0
108,1770298488,107,0.0
109,1770298489,108,0.0
110,1770298490,109,0.0
111,1770298491,110,0.0
112,1770298492,111,0.0
113,1770298493,112,0.0
114,1770298494,113,0.0
115,1770298495,114,0.0
116,1770298496,115,0.0
117,1770298497,116,0.0
118,1770298498,117,0.0
119,1770298499,118,0.0
120,1770298500,119,0.0
121,1770298501,120,0.0
122,1770298502,121,0.0
123,1770298503,122,0.0
124,1770298504,123,0.0
125,1770298505,124,0.0
126,1770298506,125,0.0
127,1770298507,126,0.0
128,1770298508,127,0.0
129,1770298509,128,0.0
130,1770298510,129,0.0
131,1770298511,130,0.0
132,1770298512,131,0.0
133,1770298513,132,0.0
134,1770298514,133,0.0
135,1770298515,134,0.0
136,1770298516,135,0.0
137,1770298517,136,0.0
138,1770298518,137,0.0
139,1770298519,138,0.0
140,1770298520,139,0.0
141,1770298521,140,0.0
142,1770298522,141,0.0
143,1770298523,142,0.0
144,1770298524,143,0.0
145,1770298525,144,0.0
146,1770298526,145,0.0
147,1770298527,146,0.0
148,1770298528,147,0.0
149,1770298529,148,0.0
150,1770298530,149,0.0
151,1770298531,150,0.0
152,1770298532,151,0.0
153,1770298533,152,0.0
154,1770298534,153,0.0
155,1770298535,154,0.0
156,1770298536,155,0.0
157,1770298537,156,0.0
158,1770298538,157,0.0
159,1770298539,158,0.0
160,1770298540,159,0.0
161,1770298541,160,0.0
162,1770298542,161,0.0
163,1770298543,162,0.0
164,1770298544,163,0.0
