index,timestamp,relative_time,value
1,1770298381,0,2910269440.0
2,1770298382,1,2910269440.0
3,1770298383,2,2910269440.0
4,1770298384,3,2910269440.0
5,1770298385,4,2910269440.0
6,1770298386,5,2910269440.0
7,1770298387,6,2910269440.0
8,1770298388,7,2910269440.0
9,1770298389,8,2911940608.0
10,1770298390,9,2911940608.0
11,1770298391,10,2911940608.0
12,1770298392,11,2911940608.0
13,1770298393,12,2911940608.0
14,1770298394,13,2911940608.0
15,1770298395,14,2911940608.0
16,1770298396,15,2911940608.0
17,1770298397,16,2911940608.0
18,1770298398,17,2911940608.0
19,1770298399,18,2911940608.0
20,1770298400,19,2911940608.0
21,1770298401,20,2911940608.0
22,1770298402,21,2911940608.0
23,1770298403,22,2911940608.0
24,1770298404,23,2911940608.0
25,1770298405,24,2912796672.0
26,1770298406,25,2912796672.0
27,1770298407,26,2912796672.0
28,1770298408,27,2912796672.0
29,1770298409,28,2912796672.0
30,1770298410,29,2912796672.0
31,1770298411,30,2912796672.0
32,1770298412,31,2912796672.0
33,1770298413,32,2912796672.0
34,1770298414,33,2912796672.0
35,1770298415,34,2912796672.0
36,1770298416,35,2912796672.0
37,1770298417,36,2912796672.0
38,1770298418,37,2912796672.0
39,1770298419,38,2912796672.0
40,1770298420,39,2912796672.0
41,1770298421,40,2913267712.0
42,1770298422,41,2913267712.0
43,1770298423,42,2913267712.0
44,1770298424,43,2913267712.0
45,1770298425,44,2913267712.0
46,1770298426,45,2913267712.0
47,1770298427,46,2913267712.0
48,1770298428,47,2913267712.0
49,1770298429,48,2913267712.0
50,1770298430,49,2913304576.0
51,1770298431,50,2913304576.0
52,1770298432,51,2913341440.0
53,1770298433,52,2913341440.0
54,1770298434,53,2913341440.0
55,1770298435,54,2913341440.0
56,1770298436,55,2913341440.0
57,1770298437,56,2913341440.0
58,1770298438,57,2922995712.0
59,1770298439,58,2922995712.0
60,1770298440,59,2922995712.0
61,1770298441,60,2922995712.0
62,1770298442,61,2922995712.0
63,1770298443,62,2922995712.0
64,1770298444,63,2922995712.0
65,1770298445,64,2922995712.0
66,1770298446,65,2922995712.0
67,1770298447,66,2922995712.0
68,1770298448,67,2922995712.0
69,1770298449,68,2922995712.0
70,1770298450,69,2922995712.0
71,1770298451,70,2922995712.0
72,1770298452,71,2922995712.0
73,1770298453,72,2922995712.0
74,1770298454,73,2922995712.0
75,1770298455,74,2922995712.0
76,1770298456,75,2922995712.0
77,1770298457,76,2922995712.0
78,1770298458,77,2925469696.0
79,1770298459,78,2925469696.0
80,1770298460,79,2925469696.0
81,1770298461,80,2925469696.0
82,1770298462,81,2925469696.0
83,1770298463,82,2925469696.0
84,1770298464,83,2925469696.0
85,1770298465,84,2925469696.0
86,1770298466,85,2925469696.0
87,1770298467,86,2925469696.0
88,1770298468,87,2925469696.0
89,1770298469,88,2925469696.0
90,1770298470,89,2925469696.0
91,1770298471,90,2925469696.0
92,1770298472,91,2925469696.0
93,1770298473,92,2925469696.0
94,1770298474,93,2925469696.0
